type produit;numero AMM;nom produit;type culture libelle;dose min par apport;dose min par apport unite;dose max par apport;dose max par apport unite;stade cultural min (BBCH);stade cultural max (BBCH);etat usage;saison application min;saison application max;saison application min commentaire;saison application max commentaire; date decision;culture commentaire;
MFSC;1110008;BREAKER 2;Gazons de graminées, jardins d'amateurs;10.0;L/ha;20.0;L/ha;;;Retrait;;;Gazon établi;;28/10/2020;Greens de golf, départs de golf, fairways de golf et terrains de golf;
MFSC;1150011;ENDOCELL;Arboriculture fruitière et vigne;0.1;;0.4;;;;Autorisé;;;;;;Vigne : plantation/complantation . dose par apport g d'inoculum/plant;
MFSC;1150011;ENDOCELL;Arboriculture fruitière et vigne;120.0;;480.0;;;;Autorisé;;;;;;Vigne : pulvérisation au sol/enherbement. dose par apport g d'inoculum/ha;
MFSC;1150011;ENDOCELL;Arbres et arbustes d'ornement, conifères et feuillus de forêt;0.0175;;0.035;;;;Autorisé;;;;;;Pépinière/jeunes - plants/arbustes d'ornement : alvéole diam <6cm . dose par apport g d'inoculum/alvéole;
MFSC;1150011;ENDOCELL;Arbres et arbustes d'ornement, conifères et feuillus de forêt;0.025;;0.05;;;;Autorisé;;;;;;Pépinière/jeunes - plants/arbustes d'ornement : godet diam <8cm . dose par apport g d'inoculum/godet;
MFSC;1150011;ENDOCELL;Arbres et arbustes d'ornement, conifères et feuillus de forêt;0.0375;;0.075;;;;Autorisé;;;;;;Pépinière/jeunes - plants/arbustes d'ornement : pot 1L . dose par apport g d'inoculum/pot;
MFSC;1150011;ENDOCELL;Arboriculture fruitière et vigne;0.1;;0.4;;;;Autorisé;;;;;;Arboriculture fruitière : plantation/complantation . dose par apport g d'inoculum/plant Revendiqué [, ] [ ,  ]  [0.1 - 0.4]   ;
MFSC;1150011;ENDOCELL;Arboriculture fruitière et vigne;120.0;;480.0;;;;Autorisé;;;;;;Arboriculture fruitière  : pulvérisation au sol/enherbement. dose par apport g d'inoculum/ha;
MFSC;1150011;ENDOCELL;Grandes cultures;120.0;;240.0;;;;Autorisé;;;;;;interculture/couverts . dose d'apport : en g d'inoculum /ha;
MFSC;1150011;ENDOCELL;Grandes cultures;30.0;;240.0;;;;Autorisé;;;;;;maïs . dose par apport g d'inoculum/ha;
MFSC;1150011;ENDOCELL;Grandes cultures;30.0;;240.0;;;;Autorisé;;;;;;céréales à paille . dose par apport g d'inoculum/ha;
MFSC;1150011;ENDOCELL;Grandes cultures;30.0;;240.0;;;;Autorisé;;;;;;tournesol . dose par apport g d'inoculum/ha;
MFSC;1150011;ENDOCELL;Grandes cultures;120.0;;240.0;;;;Autorisé;;;;;;luzerne . dose par apport g d'inoculum/ha;
MFSC;1150011;ENDOCELL;Grandes cultures;30.0;;240.0;;;;Autorisé;;;;;;soja . dose par apport g d'inoculum/ha;
MFSC;1150011;ENDOCELL;Cultures légumières;30.0;;240.0;;;;Autorisé;;;;;;betterave . dose par apport g d'inoculum/ha;
MFSC;1150011;ENDOCELL;Cultures légumières;30.0;;240.0;;;;Autorisé;;;;;;cultures industrielles, légume de plein champs . dose par apport g d'inoculum/ha;
MFSC;1150011;ENDOCELL;Cultures maraîchères;120.0;;960.0;;;;Autorisé;;;;;;maraîchage  . dose par apport g d'inoculum/ha;
MFSC;1150011;ENDOCELL;Autres;120.0;;960.0;;;;Autorisé;;;;;;Tabac . dose par apport g d'inoculum/ha;
MFSC;1150011;ENDOCELL;Cultures florales;0.00375;;0.2;;;;Autorisé;;;;;;dose par apport g d'inoculum/plant;
MFSC;1150011;ENDOCELL;Gazons de graminées, jardins d'amateurs;120.0;;240.0;;;;Autorisé;;;;;;gazons création  . dose par apport g d'inoculum/ 100 kg semence;
MFSC;1150011;ENDOCELL;Gazons de graminées, jardins d'amateurs;480.0;;960.0;;;;Autorisé;;;;;;gazons : pulvérisation au sol/regarnissage . dose par apport g d'inoculum/ha;
MFSC;1150011;ENDOCELL;Autres;30.0;;240.0;;;;Autorisé;;;;;;Espaces verts . dose par apport g d'inoculum/ha;
MFSC;1150011;ENDOCELL;Autres;120.0;;240.0;;;;Autorisé;;;;;;prairies permanentes et temporaires . dose par apport g d'inoculum/ha;
MFSC;1171282;MICROCAT BORE;Cultures légumières;2.0;L/ha;3.0;L/ha;;;Autorisé;;;Dès la préfloraison;;24/01/2018;Légumes et vergers Pulvérisation foliaire;
MFSC;1171282;MICROCAT BORE;Autres;1.0;L/ha;1.5;L/ha;;;Autorisé;;;Dès la préfloraison;;24/01/2018;Hydroponie Pulvérisation foliaire;
MFSC;1171282;MICROCAT BORE;Grandes cultures;1.0;L/ha;1.5;L/ha;;;Autorisé;;;Dès la préfloraison;;24/01/2018;Pulvérisation foliaire;
MFSC;1171282;MICROCAT BORE;Cultures ornementales;1.0;L/ha;1.5;L/ha;;;Autorisé;;;Dès la préfloraison;;24/01/2018;Pulvérisation foliaire;
MFSC;1171282;MICROCAT BORE;;2.0;L/ha;3.0;L/ha;;;Autorisé;;;Dès la préfloraison;;24/01/2018;Pulvérisation foliaire;
MFSC;1171285;MICROCAT ZINC;;2.0;L/ha;3.0;L/ha;;;Autorisé;;;Le long du cycle végétatif;;24/01/2018;Pulvérisation foliaire;
MFSC;1171285;MICROCAT ZINC;Cultures légumières;2.0;L/ha;3.0;L/ha;;;Autorisé;;;Le long du cycle végétatif;;24/01/2018;Pulvérisation foliaire;
MFSC;1171285;MICROCAT ZINC;Autres;1.0;L/ha;1.5;L/ha;;;Autorisé;;;Le long du cycle végétatif;;24/01/2018;Hydroponie Pulvérisation foliaire;
MFSC;1171285;MICROCAT ZINC;Grandes cultures;1.0;L/ha;1.5;L/ha;;;Autorisé;;;Le long du cycle végétatif;;24/01/2018;Pulvérisation foliaire;
MFSC;1171285;MICROCAT ZINC;Cultures ornementales;1.0;L/ha;1.5;L/ha;;;Autorisé;;;Le long du cycle végétatif;;24/01/2018;Pulvérisation foliaire;
MFSC;1180825;NEUTRAFLORE BTC;Autres;80.0;kg/ha;400.0;kg/ha;;;Autorisé;;;Epandage au semis et/ou en période de croissance végétative;;19/12/2018;Toutes cultures;
MFSC;1180073;TRAINER;Traitements généraux;0.5;L/ha;5.0;L/ha;;;Autorisé;;;Tout le long du cycle végétatif.;;22/03/2018;Toutes cultures Epandage localisé, pulvérisation, injection, goutte à goutte, enrobage de semence,  solution coulante. ;
MFSC;1160009;RIZOFOS LIQ;Grandes cultures;500.0;mL/q;500.0;mL/q;;;Autorisé;;;traitement de semences;traitement de semences;10/10/2016;Maïs Dose en mL de produit RIZOFOS LIQ / 100 kg de graines ;
MFSC;1160009;RIZOFOS LIQ;Grandes cultures;800.0;mL/q;800.0;mL/q;;;Autorisé;;;traitement de semences;traitement de semences;10/10/2016;Blé Dose en mL de produit RIZOFOS LIQ / 100 kg de graines ;
MFSC;1190315;B-300;Grandes cultures;;;0.06;mL/kg semences;;;Autorisé;;;Au semis ;Au semis ;05/08/2019;Application en traitement de semences;
MFSC;1190315;B-300;Grandes cultures;;;2.6;mL/kg semences;;;Autorisé;;;Au semis ;Au semis ;05/08/2019;Application en traitement de semences;
MFSC;1190315;B-300;Grandes cultures;;;2.0;mL/kg semences;;;Autorisé;;;Au semis ;Au semis ;05/08/2019;Application en traitement de semences;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;50% émergence initiation de la formation du tubercule tubercule formé début floraison;;13/02/2019;et pomme de terre douce;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;stade de 3 feuilles étalées stade des 6-8 feuilles vraies 10-14 j après début formation des têtes;;13/02/2019;brocoli, chou-fleur, chou frisé;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;50% émergence stade 2-3 feuilles vraies début gonflement du bulbe gonflement du bulbe;;13/02/2019;ail, échalote, poireau;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;stade 3-5 feuilles 7-10j après préfloraison développement du concombre;;13/02/2019;courge, citrouille, melon;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;stade 3 feuilles étalées stade 9 feuilles étalées préfloraison premières gousses;;13/02/2019;lentille, pois, soja;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;stade 3 feuilles étalées 2 semaines après élargissement de la racine 14 j après;;13/02/2019;betterave, gingembre, radis, navet;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;transplants de 21-28j 7-10 j après préfloraison développement du fruit;;13/02/2019;poivron, aubergine, gombo;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;transplants 14-21j 7 j après plant vieux de 35j;;13/02/2019;céleri, épinard, persil, endive;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;stade 4 feuilles premier nœud feuille étendard;;13/02/2019;orge, sorgho, avoine;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;culture à 6-10cm de haut 7 j après 7 j après première coupe;;13/02/2019;pâturages, cultures fourragères;
MFSC;1190056;SUPER FIFTY;Autres;2.0;L/ha;2.0;L/ha;;;Autorisé;;;stade 3-4 feuilles juste avant initiation des fleurs début ouverture des capsules;;13/02/2019;coton;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;stade 5 feuilles premier nœud stade de la feuille étendard;;13/02/2019;blé d'hiver, blé de printemps;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;stade 5 feuilles stade 8 feuilles juste avant la panicule;;13/02/2019;;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;préfloraison chute des pétales tous les 7 j pendant le développement des fruits appliquer dans les fruits changent de couleurs;;13/02/2019;cassis, groseille;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;boutons floraux visibles début floraison 1 semaine après chute des pétales stade de 1 à 1.5 cm taille des fruits;;13/02/2019;;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;avant stade bouton rose avant la première floraison principale taille de fruits de 10-12mm 2-4 semaines avant récolte;;13/02/2019;;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;bouton rose ou blanc chute des pétales chute du calice desséché à une taille de fruit de 6-10mm;;13/02/2019;nectarine, abricot, prune;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;stade de canne de 18-20cm préfloraison après floraison à la fermeture de la grappe et à la véraison;;13/02/2019;;
MFSC;1190056;SUPER FIFTY;;3.0;L/ha;3.0;L/ha;;;Autorisé;;;préfloraison après floraison après la chute du calice appliquer avant véraison;;13/02/2019;raisin de cuve, sec, variété de jus;
MFSC;1190056;SUPER FIFTY;;4.0;L/ha;4.0;L/ha;;;Autorisé;;;début des pousses de printemps à 2 semaines de la préfloraison chute des pétales 10 j après;;13/02/2019;kiwi et agrumes (citrons, mandarines, oranges);
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;boutons floraux visibles chute des pétales après la chute du calice desséché début de la formation des fruits;;13/02/2019;;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;repousse printanière préfloraison chute des pétales 2 pulvérisations l'été à 10j d'intervalle;;13/02/2019;;
MFSC;1190056;SUPER FIFTY;Autres;2.0;L/ha;2.0;L/ha;;;Autorisé;;;débourrement tardif avant la floraison feuilles complètement étalées durcissement de la coque (début du remplissage des coques) 70% de la coque remplie;;13/02/2019;pistache;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;début floraison 7.5% du poids du fruit dans la coque 14 j après le développement du fruit 28 j après la 2ème application;;13/02/2019;noix, noisette, pécan, châtaigne;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;chute des pétales après la chute du calice desséché stade de coloration des fruits (couleur jaune paille);;13/02/2019;;
MFSC;1190056;SUPER FIFTY;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;avant floraison pleine floraison 3 applications tous les 10 j (milieu d'été à première récolte);;13/02/2019;framboise, cranberry;
MFSC;1190056;SUPER FIFTY;Autres;2.0;L/ha;2.0;L/ha;;;Autorisé;;;Démarrer l'application à un stade précoce de la croissance de nouvelles racines et suivre les périodes d'application ci-dessus.;;13/02/2019;cultures ci-dessus;
MFSC;1190056;SUPER FIFTY;;;;;;;;Autorisé;;;Par l'eau d'irrigation ou au goutte à goutte, tous les 14 jours jusqu'à la récolte;;13/02/2019;bananes, palmier, dattier;
MFSC;1160069;FIBA-ZORB PLUS;Cultures ornementales;200.0;mL/m3;200.0;mL/m3;;;Autorisé;;;Lors de la production du substrat;Lors de la production du substrat;07/12/2016;Supports de culture à base de tourbe Cultures hors sol Plantes ornementales uniquement Dilution dans l'eau avant utilisation: 5 à 10 %;
MFSC;1171098;KELPAK;Arboriculture fruitière et vigne;;;3.0;L/ha;65;;Autorisé;;;Tous les 14 jours à partir du stade BBCH 65;;21/06/2019;Fruits à noyau Apport foliaire Efficacité montrée sur prunier et cerisier;
MFSC;1171098;KELPAK;Arboriculture fruitière et vigne;;;3.0;L/ha;;;Autorisé;;;tous les 14 jours à partir de la nouaison. ;;21/06/2019;Fruits à pépins Apport foliaire En association avec les apports de calcium sur les variétés sensibles au bitter pit. ;
MFSC;1171098;KELPAK;Arboriculture fruitière et vigne;;;2.0;L/ha;;;Autorisé;;;Une application de 2 L/ha au stade 5 feuilles (début stade F) suivie de 2 applications de 2 L/ha, 14 jours avant floraison et début floraison;;;Vigne apport foliaire ;
MFSC;1171098;KELPAK;Cultures maraîchères;;;3.0;L/ha;;;Autorisé;;;Après plantation : 1 apport tous les 14 à 21 jours;;21/06/2019;Cultures maraichères et horticoles Apport foliaire Efficacité montrée sur concombre, laitue, haricot, œillet d'Inde, pin parasol;
MFSC;1171098;KELPAK;Grandes cultures;;;2.0;L/ha;15;;Autorisé;;;BBCH 15 et/ou reprise de végétation;;21/06/2019;Colza Apport foliaire;
MFSC;1171098;KELPAK;Grandes cultures;;;2.0;L/ha;;;Autorisé;;;Au stade 4-6 feuilles;;21/06/2019;Maïs apport foliaire;
MFSC;1171098;KELPAK;Grandes cultures;;;2.0;L/ha;;;Autorisé;;;Au stade 4-6 feuilles;;21/06/2019;céréales de printemps  Apport foliaire;
MFSC;1171098;KELPAK;Grandes cultures;;;2.0;L/ha;;;Autorisé;;;Entre la fin de tallage et premier nœud;;21/06/2019;Céréales d'hiver Apport foliaire;
MFSC;1171098;KELPAK;Grandes cultures;;;2.0;L/ha;;;Autorisé;;;Bouton étoilé;;25/05/2018;Tournesol apport foliaire;
MFSC;1171098;KELPAK;Arboriculture fruitière et vigne;;;2.0;%;;;Autorisé;A la plantation;A la plantation;;;25/05/2018;Fruits à noyaux apport au sol (dans le trou de plantation ou par trempage) Dose : Solution concentrée à 2 % en 1 application;
MFSC;1171098;KELPAK;Arboriculture fruitière et vigne;;;2.0;%;;;Autorisé;A la plantation;A la plantation;;;25/05/2018;fruits à pépins apport au sol sur la motte Dose: Solution concentrée à 2 % en 1 application;
MFSC;1171098;KELPAK;Arboriculture fruitière et vigne;;;0.5;%;;;Autorisé;;;Application après plantation ;;25/05/2018;fruits à pépins apport au sol par arrosage du sol Dose: Solution concentrée à 0,5 % en 1 application;
MFSC;1171098;KELPAK;Cultures maraîchères;;;1.0;%;;;Autorisé;A la plantation;A la plantation;;;25/05/2018;Cultures maraîchères et horticoles Apport au sol par trempage des jeunes plants ou boutures dans la solution ou par arrosage des mottes Efficacité montrée sur concombre et laitues Dose: Solution concentrée à 1 % en 1 application;
MFSC;1171098;KELPAK;Cultures maraîchères;;;7.0;L/ha;;;Autorisé;;;Après plantation;;25/05/2018;Cultures maraîchères et horticoles Apport au sol par irrigation goutte-à-goutte ;
MFSC;1171098;KELPAK;Cultures légumières;;;1.0;L/t;;;Autorisé;;;;;25/05/2018;Pomme de terre Traitement des plants;
MFSC;1171098;KELPAK;Arboriculture fruitière et vigne;;;2.0;L/ha;;;Autorisé;;;Début de nouaison et 14 jours après;;21/06/2019;Vigne;
MFSC;1200436;SALICYLPUR;;0.5;kg/ha;1.0;kg/ha;;;Autorisé;;;1 semaine après la plantation chez le pépiniériste jusqu'à 2 semaines avant la fin de la récolte. Intervalle de 7 jours entre chaque application.;;30/06/2020;Pulvérisation foliaire ou goutte à goutte (dans le système de distribution d'engrais);
MFSC;1200436;SALICYLPUR;;0.5;kg/ha;1.0;kg/ha;;;Autorisé;;;A partir de 3 feuilles chez le pépiniériste jusqu'à 1 semaine avant la fin de la récolte. Intervalle de 7 jours entre chaque application.;;30/06/2020;Pulvérisation foliaire ou goutte à goutte (dans le système de distribution d'engrais);
MFSC;1200436;SALICYLPUR;;0.75;kg/ha;1.0;kg/ha;;;Autorisé;;;A partir de l'apparition des jeunes pousses jusqu'au début du mûrissement des raisins. Intervalle de 7 jours entre chaque application.;;30/06/2020;Pulvérisation foliaire ou goutte à goutte (dans le système de distribution d'engrais).;
MFSC;1200436;SALICYLPUR;;0.75;kg/ha;1.0;kg/ha;;;Autorisé;;;Applications pendant toute la période de multiplication chez le pépiniériste et, en culture, à partir de 3 jours après la plantation jusqu'à 2 semaines avant la fin de la récolte. Intervalle de 7 jours entre chaque application. ;;30/06/2020;Pulvérisation foliaire ou goutte à goutte (dans le système de distribution d'engrais);
MFSC;1180827;B-300F;;26.0;mL/800 000 graines;26.0;mL/800 000 graines;;;Autorisé;;;semis;;10/12/2018;traitement des semences;
MFSC;1180827;B-300F;;0.06;mL/kg semences;0.06;mL/kg semences;;;Autorisé;;;semis;;10/12/2018;traitement des semences;
MFSC;1180827;B-300F;;2.0;mL/kg semences;2.0;mL/kg semences;;;Autorisé;;;semis;;10/12/2018;traitement des semences;
MFSC;1190793;SAUVIGNON BLANC PRO-THIOLS;;2.0;kg/ha;2.0;kg/ha;;;Autorisé;;;Début véraison;;18/11/2019;Pulvérisation foliaire;
MFSC;1190716;FERTI AMI;Traitements généraux;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pendant tout le cycle végétatif;;18/10/2019;Pulvérisation foliaire Toutes cultures (vigne, arboriculture, maraîchage, grandes cultures, horticulture et pépinière, cultures industrielles, prairies, espaces verts et terrains de sport);
MFSC;1190716;FERTI AMI;Traitements généraux;3.0;kg/ha;6.0;kg/ha;;;Autorisé;;;Pendant tout le cycle végétatif.;;18/10/2019;Ferti-irrigation ou irrigation Toutes cultures (vigne, arboriculture, maraîchage, grandes cultures, horticulture et pépinière, cultures industrielles, prairies, espaces verts et terrains de sport);
MFSC;1190716;FERTI AMI;Traitements généraux;0.035;kg/ha;50.0;kg/ha;;;Autorisé;;;Pendant tout le cycle végétatif;;18/10/2019;Engrais solides ou liquides, amendements ou amendements-engrais conformes aux normes - NF U42-001 - NF U42-002-1 - NF U42-002-2 - NF U42-003-1 - NF U42-003-2 - NF U42-004  - NF U44-001 - NF U44-051 - NF U44-203 - règlement (CE) 2003/2003 Toutes cultures (vigne, arboriculture, maraîchage, grandes cultures, horticulture et pépinière, cultures industrielles, prairies, espaces verts et terrains de sport);
MFSC;1160072;FERTILEADER ELITE;Arboriculture fruitière et vigne;4.0;L/ha;;;;;Autorisé;;;début de la nouaison en pulvérisant tous les 15j;;13/12/2016;;
MFSC;1160072;FERTILEADER ELITE;Arboriculture fruitière et vigne;4.0;L/ha;;;;;Autorisé;;;début de la nouaison en pulvérisant tous les 15j;;13/12/2016;;
MFSC;1160072;FERTILEADER ELITE;Cultures maraîchères;4.0;L/ha;;;;;Autorisé;;;croissance des fruits en pulvérisant tous les 15j;;13/12/2016;;
MFSC;1160074;FERTILEADER GOLD;Grandes cultures;2.0;L/ha;3.0;L/ha;;;Autorisé;;;stade de croissance intense et/ou avant floraison en pulvérisant tous les 15 jours;;13/12/2016;;
MFSC;1160074;FERTILEADER GOLD;Grandes cultures;3.0;L/ha;;;;;Autorisé;;;4 à 8 feuilles et/ou avant la floraison;;13/12/2016;;
MFSC;1160074;FERTILEADER GOLD;Grandes cultures;3.0;L/ha;;;;;Autorisé;;;6 feuilles et/ou avant la floraison;;13/12/2016;;
MFSC;1160074;FERTILEADER GOLD;Grandes cultures;3.0;L/ha;;;;;Autorisé;;;6 à 10 feuilles;;13/12/2016;;
MFSC;1160074;FERTILEADER GOLD;Autres;3.0;L/ha;;;;;Autorisé;;;hauteur de plante de 10 cm jusqu'à floraison en pulvérisant tous les 15 jours;;13/12/2016;Légumineuses;
MFSC;1160074;FERTILEADER GOLD;Grandes cultures;2.0;L/ha;;;;;Autorisé;;;début de la croissance intense des feuilles;;13/12/2016;;
MFSC;1160074;FERTILEADER GOLD;Cultures maraîchères;4.0;L/ha;;;;;Autorisé;;;avant floraison en pulvérisant tous les 15 jours;;13/12/2016;;
MFSC;1190792;FERTILEADER MAGGIO;Cultures maraîchères;;;5.0;L/ha;;;Autorisé;;;Au développement des feuilles  puis tous les 15 jours.;;27/11/2019;;
MFSC;1190792;FERTILEADER MAGGIO;;;;5.0;L/ha;;;Autorisé;;;A la chute des pétales puis tous les 15 jours.;;27/11/2019;;
MFSC;1190792;FERTILEADER MAGGIO;;;;5.0;L/ha;;;Autorisé;;;Au développement des feuilles puis tous les 15 jours.;;27/11/2019;;
MFSC;1160075;FERTILEADER MAGICAL;Arboriculture fruitière et vigne;4.0;L/ha;;;;;Autorisé;;;début de la croissance des fruits en pulvérisant tous les 15 jours;;13/12/2016;;
MFSC;1160075;FERTILEADER MAGICAL;Arboriculture fruitière et vigne;4.0;L/ha;;;;;Autorisé;;;début de la croissance des fruits en pulvérisant tous les 15 jours;;13/12/2016;;
MFSC;1160075;FERTILEADER MAGICAL;Cultures maraîchères;4.0;L/ha;;;;;Autorisé;;;début de la croissance des fruits en pulvérisant tous les 15 jours;;13/12/2016;;
MFSC;1160075;FERTILEADER MAGICAL;Grandes cultures;4.0;L/ha;;;;;Autorisé;;;stade de croissance intense en pulvérisant tous les 15 jours;;13/12/2016;;
MFSC;1160075;FERTILEADER MAGICAL;Grandes cultures;4.0;L/ha;;;;;Autorisé;;;croissance des tubercules en pulvérisant tous les 15 jours;;13/12/2016;;
MFSC;1190816;FERTILEADER SILVER;;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Dès le stade 6-10 feuilles puis tous les 15 jours;;27/11/2019;;
MFSC;1190816;FERTILEADER SILVER;;1.0;L/ha;1.0;L/ha;;;Autorisé;;;Avant la floraison au grossissement du fruit puis tous les 15 jours;;27/11/2019;;
